idx,INSEE,nom,latitude,longitude,population
16981,47130,Lagruere,44.383 ,0.233 ,347
16982,24482,Saint-Paul-Lizonne,45.317 ,0.267 ,347
16983,37004,Anche,47.133 ,0.300 ,347
16984,76033,Auberville-la-Renault,49.683 ,0.367 ,347
16985,47265,Saint-Pastour,44.483 ,0.600 ,347
16986,27267,Freneuse-sur-Risle,49.250 ,0.667 ,347
16987,37078,Ciran,47.067 ,0.867 ,347
16988,31250,Labastide-Clermont,43.350 ,1.117 ,347
16989,28343,Saint-Laurent-la-Gatine,48.700 ,1.550 ,347
16990,23065,Colondannes,46.283 ,1.617 ,347
16991,46193,Miers,44.850 ,1.700 ,347
16992,95422,Montgeroult,49.083 ,2.000 ,347
16993,45038,Bondaroy,48.167 ,2.283 ,347
16994,15079,Jaleyrac,45.267 ,2.383 ,347
16995,18248,Sennecay,46.950 ,2.450 ,347
16996,11256,Montseret,43.100 ,2.817 ,347
16997,3135,Lalizolle,46.150 ,3.000 ,347
16998,80601,Nurlu,50.000 ,3.017 ,347
16999,2025,Artemps,49.767 ,3.183 ,347
17000,63061,Bussieres-et-Pruns,46.000 ,3.233 ,347
17001,89473,Villiers-sur-Tholon,47.883 ,3.333 ,347
17002,2620,Presles-et-Boves,49.400 ,3.550 ,347
17003,10341,Saint-Hilaire-sous-Romilly,48.517 ,3.667 ,347
17004,58157,Marigny-l'Eglise,47.367 ,3.933 ,347
17005,10314,Ramerupt,48.517 ,4.300 ,347
17006,26024,Barcelonne,44.867 ,5.050 ,347
17007,52349,Neuilly-sur-Suize,48.050 ,5.150 ,347
17008,52289,Liffol-le-Petit,48.300 ,5.533 ,347
17009,73310,Verel-Pragondran,45.600 ,5.950 ,347
17010,57648,Servigny-les-Raville,49.083 ,6.450 ,347
17011,25333,Laviron,47.250 ,6.550 ,347
17012,73201,Planay,45.417 ,6.700 ,347
17013,67036,Bettwiller,48.883 ,7.183 ,347
17014,67354,Odratzheim,48.600 ,7.483 ,347
17015,29282,Trebabu,48.367 ,-4.733 ,346
17016,50376,Nicorps,49.033 ,-1.417 ,346
17017,50478,Saint-Germain-de-Tournebut,49.533 ,-1.383 ,346
17018,35232,Prince,48.217 ,-1.083 ,346
17019,33503,Saumos,44.917 ,-0.983 ,346
17020,17342,Saint-Germain-du-Seudre,45.517 ,-0.667 ,346
17021,14648,Saint-Pierre-des-ifs,49.117 ,0.167 ,346
17022,61325,LaPerriere,48.383 ,0.433 ,346
17023,41102,Houssay,47.750 ,0.933 ,346
17024,36204,Saint-Michel-en-Brenne,46.800 ,1.167 ,346
17025,27203,Douains,49.033 ,1.433 ,346
17026,78013,Andelu,48.883 ,1.817 ,346
17027,60452,Neuville-Bosc,49.200 ,2.017 ,346
17028,59568,Sercus,50.700 ,2.450 ,346
17029,60383,Margny-sur-Matz,49.517 ,2.783 ,346
17030,77331,Nanteuil-sur-Marne,48.983 ,3.217 ,346
17031,59635,Wambaix,50.133 ,3.300 ,346
17032,2450,Macquigny,49.883 ,3.550 ,346
17033,1393,Sandrans,46.067 ,4.983 ,346
17034,84045,Faucon,44.267 ,5.150 ,346
17035,38294,Panossas,45.683 ,5.200 ,346
17036,74186,Montagny-les-Lanches,45.867 ,6.033 ,346
17037,38078,LaChapelle-du-Bard,45.417 ,6.100 ,346
17038,25490,Rigney,47.383 ,6.183 ,346
17039,74110,Entremont,45.950 ,6.383 ,346
17040,5180,LesVigneaux,44.817 ,6.533 ,346
17041,90090,Saint-Dizier-l'Eveque,47.467 ,6.967 ,346
17042,67361,Olwisheim,48.700 ,7.667 ,346
17043,67494,Trimbach,48.933 ,8.017 ,346
17044,20135,Isolaccio-di-Fiumorbo,42.000 ,9.283 ,346
17045,50013,Anneville-en-Saire,49.633 ,-1.283 ,345
17046,40085,Commensacq,44.217 ,-0.817 ,345
17047,49045,LaBreille-les-Pins,47.333 ,0.083 ,345
17048,32064,Bretagne-d'Armagnac,43.883 ,0.150 ,345
17049,61147,Dorceau,48.417 ,0.800 ,345
17050,47305,Tayrac,44.200 ,0.850 ,345
17051,24217,Journiac,44.967 ,0.900 ,345
17052,31501,Saint-Marcel-Paulel,43.667 ,1.600 ,345
17053,19043,LaChapelle-aux-Brocs,45.150 ,1.617 ,345
17054,12256,Salvagnac-Cajarc,44.467 ,1.850 ,345
17055,80396,Gueschart,50.233 ,2.000 ,345
17056,59201,Erquinghem-le-Sec,50.617 ,2.933 ,345
17057,3241,Saint-Leopardin-d'Augy,46.683 ,3.117 ,345
17058,2259,Dampleux,49.250 ,3.150 ,345
17059,12077,Cornus,43.900 ,3.167 ,345
17060,89388,Sepeaux,47.950 ,3.233 ,345
17061,58053,Champlemy,47.283 ,3.350 ,345
17062,3028,Billezois,46.217 ,3.567 ,345
17063,58301,Vandenesse,46.917 ,3.767 ,345
17064,43127,Malvalette,45.350 ,4.150 ,345
17065,55401,LesParoches,48.900 ,5.500 ,345
17066,38113,Clelles,44.833 ,5.617 ,345
17067,88111,Coinches,48.250 ,7.033 ,345
17068,68230,Nambsheim,47.917 ,7.550 ,345
17069,22326,Saint-Rieul,48.450 ,-2.417 ,344
17070,35320,Saint-Uniac,48.167 ,-2.033 ,344
17071,64535,Tarsacq,43.350 ,-0.533 ,344
17072,72031,Beille,48.083 ,0.517 ,344
17073,27672,Vascoeuil,49.450 ,1.383 ,344
17074,19282,Venarsal,45.200 ,1.617 ,344
17075,95139,LaChapelle-en-Vexin,49.183 ,1.733 ,344
17076,62759,Saint-Martin-Choquel,50.667 ,1.883 ,344
17077,23106,Lepaud,46.233 ,2.383 ,344
17078,80419,Hargicourt,49.717 ,2.533 ,344
17079,89251,Merry-la-Vallee,47.800 ,3.333 ,344
17080,71273,Maltat,46.683 ,3.817 ,344
17081,34265,Saint-Jean-de-Cornies,43.733 ,4.000 ,344
17082,71546,Trambly,46.317 ,4.533 ,344
17083,1261,Monthieux,45.950 ,4.933 ,344
17084,1299,LePlantay,46.017 ,5.083 ,344
17085,39018,Aromas,46.300 ,5.483 ,344
17086,57079,Bibiche,49.333 ,6.483 ,344
17087,70347,Mignavillers,47.583 ,6.550 ,344
17088,5109,Puy-Saint-Pierre,44.900 ,6.617 ,344
17089,57738,Waldhouse,49.150 ,7.467 ,344
17090,53129,Launay-Villiers,48.133 ,-1.000 ,343
17091,64471,Saint-Boes,43.533 ,-0.800 ,343
17092,14324,Hamars,49.000 ,-0.550 ,343
17093,14523,Proussy,48.883 ,-0.533 ,343
17094,17187,Guitinieres,45.433 ,-0.517 ,343
17095,47010,Antagnac,44.350 ,0.017 ,343
17096,14286,Fourneville,49.350 ,0.233 ,343
17097,37105,Faye-la-Vineuse,46.950 ,0.333 ,343
17098,65125,Campistrous,43.150 ,0.383 ,343
17099,37187,Ports,47.017 ,0.550 ,343
17100,81088,Fauch,43.833 ,2.250 ,343
17101,23026,Bord-Saint-Georges,46.267 ,2.300 ,343
17102,60087,Borest,49.183 ,2.667 ,343
17103,62392,Guemappe,50.250 ,2.883 ,343
17104,77466,Tigeaux,48.833 ,2.917 ,343
17105,89072,Champcevrais,47.750 ,2.967 ,343
17106,43108,Jullianges,45.300 ,3.783 ,343
17107,42221,Sainte-Foy-Saint-Sulpice,45.767 ,4.133 ,343
17108,71129,Chissey-en-Morvan,47.117 ,4.233 ,343
17109,7307,Sanilhac,44.517 ,4.250 ,343
17110,8322,Neuville-les-This,49.750 ,4.600 ,343
17111,51522,Sapignicourt,48.650 ,4.817 ,343
17112,26319,Saint-Michel-sur-Savasse,45.150 ,5.117 ,343
17113,39241,Frebuans,46.650 ,5.483 ,343
17114,38460,Saint-Sulpice-des-Rivoires,45.467 ,5.600 ,343
17115,54199,Flin,48.500 ,6.650 ,343
17116,68073,Dolleren,47.800 ,6.933 ,343
17117,68383,Zellenberg,48.167 ,7.317 ,343
17118,40101,Gaas,43.617 ,-1.033 ,342
17119,49150,Genneteil,47.600 ,0.050 ,342
17120,61098,LaChapelle-pres-Sees,48.567 ,0.150 ,342
17121,27639,LeThuit-Simer,49.267 ,0.917 ,342
17122,28219,Luigny,48.233 ,1.033 ,342
17123,28105,Combres,48.317 ,1.067 ,342
17124,19076,Espartignac,45.417 ,1.600 ,342
17125,36081,Gargilesse-Dampierre,46.517 ,1.600 ,342
17126,31371,Montegut-Lauragais,43.483 ,1.933 ,342
17127,46101,Felzins,44.617 ,2.133 ,342
17128,12003,LesAlbres,44.550 ,2.167 ,342
17129,19256,Serandon,45.367 ,2.350 ,342
17130,80209,Contoire,49.717 ,2.550 ,342
17131,63370,Saint-Julien-Puy-Laveze,45.667 ,2.683 ,342
17132,60011,Amy,49.650 ,2.833 ,342
17133,12107,Gaillac-d'Aveyron,44.350 ,2.933 ,342
17134,10328,Rouilly-Sacey,48.350 ,4.267 ,342
17135,42028,Burdignes,45.267 ,4.567 ,342
17136,69057,Chevinay,45.767 ,4.600 ,342
17137,8493,Vrizy,49.433 ,4.683 ,342
17138,55012,Apremont-la-Foret,48.850 ,5.633 ,342
17139,4151,Pierrerue,43.950 ,5.833 ,342
17140,54037,Azelot,48.583 ,6.233 ,342
17141,57126,Chambrey,48.783 ,6.467 ,342
17142,88250,Jarmenil,48.117 ,6.567 ,342
17143,54064,Bertrambois,48.600 ,6.983 ,342
17144,6143,Touet-sur-Var,43.950 ,7.000 ,342
17145,50413,Precey,48.600 ,-1.383 ,341
17146,14672,Sept-vents,49.083 ,-0.817 ,341
17147,85125,Loge-Fougereuse,46.617 ,-0.700 ,341
17148,17129,Courpignac,45.333 ,-0.483 ,341
17149,61353,Ronfeugerai,48.783 ,-0.467 ,341
17150,33299,Mourens,44.650 ,-0.200 ,341
17151,33078,Cabara,44.817 ,-0.167 ,341
17152,46108,Fons,44.650 ,1.967 ,341
17153,80408,Halloy-les-Pernois,50.050 ,2.200 ,341
17154,80536,Mesnil-Bruntel,49.883 ,2.967 ,341
17155,15127,Molompize,45.233 ,3.133 ,341
17156,89369,Saint-Serotin,48.250 ,3.167 ,341
17157,43093,Felines,45.267 ,3.750 ,341
17158,58229,Saint-Andre-en-Morvan,47.400 ,3.850 ,341
17159,10066,Bucey-en-Othe,48.267 ,3.867 ,341
17160,10373,Souligny,48.200 ,4.000 ,341
17161,21259,Fain-les-Montbard,47.600 ,4.383 ,341
17162,26100,Combovin,44.867 ,5.083 ,341
17163,55466,Salmagne,48.750 ,5.333 ,341
17164,74135,Giez,45.750 ,6.250 ,341
17165,25387,Montandon,47.300 ,6.833 ,341
17166,57613,Saint-Jean-de-Bassel,48.800 ,6.983 ,341
17167,88054,Bertrimoutier,48.267 ,7.050 ,341
17168,67272,Lochwiller,48.700 ,7.417 ,341
17169,17322,Saint-Cyr-du-Doret,46.267 ,-0.817 ,340
17170,17159,Fleac-sur-Seugne,45.533 ,-0.533 ,340
17171,17206,Loire-sur-Nie,45.950 ,-0.283 ,340
17172,79145,Lageon,46.733 ,-0.250 ,340
17173,64343,Limendous,43.283 ,-0.183 ,340
17174,33472,Saint-Sauveur-de-Puynormand,45.000 ,-0.033 ,340
17175,61467,Semalle,48.467 ,0.150 ,340
17176,24038,Bertric-Buree,45.300 ,0.350 ,340
17177,47023,Beaugas,44.500 ,0.583 ,340
17178,16249,Oradour-Fanais,46.117 ,0.783 ,340
17179,76055,Baons-le-Comte,49.650 ,0.783 ,340
17180,47062,Cauzac,44.283 ,0.850 ,340
17181,27451,Parville,49.033 ,1.100 ,340
17182,46219,Peyrilles,44.617 ,1.417 ,340
17183,82039,Cayrac,44.100 ,1.467 ,340
17184,19078,Estivaux,45.317 ,1.483 ,340
17185,23041,LaCellette,46.400 ,2.000 ,340
17186,11035,Belvianes-et-Cavirac,42.850 ,2.200 ,340
17187,12292,Versols-et-Lapeyre,43.900 ,2.950 ,340
17188,48064,Fournels,44.817 ,3.117 ,340
17189,2673,Saint-Christophe-a-Berry,49.417 ,3.133 ,340
17190,2461,Marest-Dampcourt,49.600 ,3.150 ,340
17191,3268,Saulzet,46.133 ,3.217 ,340
17192,77414,Saint-Hilliers,48.617 ,3.267 ,340
17193,30280,Saint-Laurent-le-Minier,43.933 ,3.650 ,340
17194,89202,Irancy,47.717 ,3.667 ,340
17195,89009,Annay-la-Cote,47.533 ,3.883 ,340
17196,8483,Ville-sur-Lumes,49.750 ,4.800 ,340
17197,57698,Vatimont,48.983 ,6.467 ,340
17198,70226,Fallon,47.500 ,6.483 ,340
17199,70308,LaLongine,47.883 ,6.583 ,340
17200,50447,Saint-Aubin-des-Preaux,48.800 ,-1.500 ,339
17201,50248,LeHommet-d'Arthenay,49.183 ,-1.183 ,339
17202,40068,Cassen,43.767 ,-0.867 ,339
17203,40147,Laurede,43.750 ,-0.783 ,339
17204,79325,Tessonniere,46.817 ,-0.183 ,339
17205,16419,Vouharte,45.817 ,0.067 ,339
17206,24425,Saint-Jean-de-Cole,45.417 ,0.833 ,339
17207,47314,Tremons,44.417 ,0.917 ,339
17208,87053,Cromac,46.350 ,1.300 ,339
17209,36092,Lange,47.067 ,1.517 ,339
17210,23126,Masbaraud-Merignat,45.983 ,1.750 ,339
17211,36097,Liniez,47.017 ,1.750 ,339
17212,46221,Planioles,44.633 ,2.050 ,339
17213,36240,Vijon,46.433 ,2.117 ,339
17214,63428,Teilhet,46.100 ,2.817 ,339
17215,34064,LeCaylar,43.850 ,3.300 ,339
17216,58196,Nolay,47.117 ,3.317 ,339
17217,2094,Blesmes,49.033 ,3.450 ,339
17218,51379,Montigny-sur-Vesle,49.317 ,3.800 ,339
17219,3177,Monetay-sur-Loire,46.433 ,3.817 ,339
17220,58177,Montigny-en-Morvan,47.133 ,3.850 ,339
17221,3086,Coulanges,46.483 ,3.867 ,339
17222,71160,Curbigny,46.300 ,4.317 ,339
17223,26380,Gervans,45.100 ,4.833 ,339
17224,52346,Mussey-sur-Marne,48.383 ,5.150 ,339
17225,38102,Chezeneuve,45.567 ,5.217 ,339
17226,73039,Belmont-Tramonet,45.550 ,5.683 ,339
17227,38266,LaMotte-Saint-Martin,44.950 ,5.717 ,339
17228,4189,Saint-Martin-de-Bromes,43.767 ,5.950 ,339
17229,57180,Dolving,48.767 ,7.017 ,339
17230,90095,Suarce,47.567 ,7.083 ,339
17231,67037,Biblisheim,48.900 ,7.800 ,339
17232,40177,Maylis,43.700 ,-0.683 ,338
17233,49356,Tremont,47.150 ,-0.450 ,338
17234,72010,Asnieres-sur-Vegre,47.883 ,-0.233 ,338
17235,72163,Ligron,47.767 ,0.017 ,338
17236,16008,Amberac,45.850 ,0.067 ,338
17237,24373,Saint-Aubin-de-Cadelech,44.683 ,0.500 ,338
17238,24094,Chalagnac,45.100 ,0.667 ,338
17239,87044,Cheronnac,45.767 ,0.750 ,338
17240,19075,Espagnac,45.233 ,1.900 ,338
17241,62853,Vieil-Moutier,50.683 ,1.917 ,338
17242,91247,LaForet-le-Roi,48.483 ,2.033 ,338
17243,60081,Bonlier,49.483 ,2.150 ,338
17244,80751,Thennes,49.800 ,2.467 ,338
17245,3097,Deneuille-les-Mines,46.367 ,2.783 ,338
17246,11296,Pouzols-Minervois,43.283 ,2.833 ,338
17247,77245,Laval-enBrie,48.417 ,2.983 ,338
17248,63288,Prompsat,45.950 ,3.067 ,338
17249,48002,Albaret-Sainte-Marie,44.883 ,3.267 ,338
17250,34268,Saint-Jean-de-la-Blaquiere,43.700 ,3.417 ,338
17251,89261,Molinons,48.233 ,3.533 ,338
17252,42238,Saint-Jean-la-Vetre,45.783 ,3.800 ,338
17253,71185,Dyo,46.350 ,4.283 ,338
17254,38532,Venerieu,45.667 ,5.283 ,338
17255,70056,Baulay,47.783 ,6.017 ,338
17256,54597,Xirocourt,48.433 ,6.167 ,338
17257,57652,Sillegny,48.983 ,6.167 ,338
17258,57109,Breistroff-la-Grande,49.450 ,6.217 ,338
17259,5007,Arvieux,44.767 ,6.733 ,338
17260,57114,Brouviller,48.767 ,7.150 ,338
17261,14727,Vaubadon,49.200 ,-0.833 ,337
17262,33383,Saint-Christoly-Medoc,45.350 ,-0.833 ,337
17263,76632,Saint-Pierre-Benouville,49.750 ,0.967 ,337
17264,24305,Nanthiat,45.400 ,0.983 ,337
17265,28106,Conie-Molitard,48.117 ,1.450 ,337
17266,76320,Grandcourt,49.917 ,1.500 ,337
17267,28247,LeMesnil-Simon,48.900 ,1.533 ,337
17268,36012,Baraize,46.483 ,1.567 ,337
17269,80123,Bourdon,49.983 ,2.067 ,337
17270,81133,Lamillarie,43.850 ,2.150 ,337
17271,62485,Laires,50.533 ,2.250 ,337
17272,81188,Moulin-Mage,43.711 ,2.805 ,337
17273,77505,Villemareuil,48.917 ,2.983 ,337
17274,2822,Vivieres,49.300 ,3.100 ,337
17275,2465,Marigny-en-Orxois,49.067 ,3.217 ,337
17276,3284,Thionne,46.400 ,3.567 ,337
17277,2454,LaMalmaison,49.517 ,3.983 ,337
17278,58140,Larochemillay,46.883 ,4.000 ,337
17279,71376,Roussillon-en-Morvan,47.017 ,4.100 ,337
17280,21363,Magnien,47.100 ,4.433 ,337
17281,69111,Legny,45.917 ,4.583 ,337
17282,21385,Marey-sur-Tille,47.583 ,5.050 ,337
17283,38358,Sainte-Anne-sur-Gervonde,45.500 ,5.233 ,337
17284,88400,Rouvres-en-Xaintois,48.317 ,6.033 ,337
17285,57001,Aboncourt,49.267 ,6.350 ,337
17286,74049,Brizon,46.050 ,6.450 ,337
17287,57190,Elvange,49.067 ,6.550 ,337
17288,70497,Tavey,47.567 ,6.733 ,337
17289,6129,Saint-Sauveur-sur-Tinee,44.083 ,7.100 ,337
17290,57280,Guntzviller,48.717 ,7.167 ,337
17291,68197,Magstatt-le-Bas,47.633 ,7.400 ,337
17292,56208,Saint-Brieuc-de-Mauron,48.083 ,-2.367 ,336
17293,35103,Eance,47.817 ,-1.250 ,336
17294,79159,Luche-Thouarsais,46.900 ,-0.333 ,336
17295,65017,Aragnouet,42.792 ,0.225 ,336
17296,27384,Manneville-la-Raoult,49.367 ,0.317 ,336
17297,32054,Biran,43.700 ,0.417 ,336
17298,27138,Chamblac,48.983 ,0.550 ,336
17299,76653,Saint-Vaast-Dieppedalle,49.750 ,0.717 ,336
17300,31365,Montbrun-Bocage,43.133 ,1.267 ,336
17301,27123,Caillouet-Orgeville,49.000 ,1.317 ,336
17302,36157,LaPerouille,46.683 ,1.517 ,336
17303,80332,Forest-Montiers,50.250 ,1.750 ,336
17304,23102,Ladapeyre,46.250 ,2.050 ,336
17305,45080,Charmont-en-Beauce,48.233 ,2.100 ,336
17306,81180,Montirat,44.150 ,2.117 ,336
17307,80130,Bovelles,49.883 ,2.133 ,336
17308,11151,Fonties-d'Aude,43.183 ,2.450 ,336
17309,62320,Etrun,50.317 ,2.700 ,336
17310,2098,Bonneil,49.000 ,3.350 ,336
17311,58035,Bona,47.067 ,3.417 ,336
17312,89053,Branches,47.883 ,3.483 ,336
17313,43198,Saint-Jean-Lachalm,44.967 ,3.717 ,336
17314,89258,Milly,47.817 ,3.767 ,336
17315,51199,Cuchery,49.133 ,3.817 ,336
17316,89306,Pontaubert,47.483 ,3.867 ,336
17317,89277,Nitry,47.667 ,3.883 ,336
17318,7256,Saint-Julien-Labrousse,44.933 ,4.533 ,336
17319,7332,Valvigneres,44.500 ,4.583 ,336
17320,74101,Dingy-en-Vuache,46.100 ,5.933 ,336
17321,54235,Goviller,48.500 ,6.017 ,336
17322,5153,Saint-Michel-de-Chaillol,44.667 ,6.167 ,336
17323,5077,Molines-en-Queyras,44.733 ,6.850 ,336
17324,68335,Thannenkirch,48.233 ,7.300 ,336
17325,20347,Vezzani,42.167 ,9.250 ,336
17326,50382,Nouainville,49.617 ,-1.683 ,335
17327,50140,Contrieres,48.983 ,-1.433 ,335
17328,50094,Camprond,49.083 ,-1.350 ,335
17329,44078,Juigne-des-Moutiers,47.683 ,-1.183 ,335
17330,17014,Antignac,45.500 ,-0.467 ,335
17331,17138,Dampierre-sur-Boutonne,46.067 ,-0.400 ,335
17332,61028,Bazoches-au-Houlme,48.817 ,-0.233 ,335
17333,14649,Saint-Pierre-du-Bu,48.867 ,-0.217 ,335
17334,16141,Fontenille,45.917 ,0.167 ,335
17335,61157,Exmes,48.767 ,0.183 ,335
17336,33360,LaRoquille,44.783 ,0.233 ,335
17337,65212,Guchen,42.867 ,0.333 ,335
17338,72356,Thoire-sur-Dinan,47.750 ,0.450 ,335
17339,76701,Touffreville-la-Cable,49.517 ,0.617 ,335
17340,24240,Limeuil,44.883 ,0.900 ,335
17341,76469,Nolleval,49.500 ,1.483 ,335
17342,76059,Bazinval,49.967 ,1.550 ,335
17343,76332,Grumesnil,49.617 ,1.683 ,335
17344,36089,Jeu-les-Bois,46.667 ,1.800 ,335
17345,78406,Milon-la-Chapelle,48.733 ,2.050 ,335
17346,62431,Herbelles,50.650 ,2.217 ,335
17347,60551,Rousseloy,49.300 ,2.400 ,335
17348,80572,Morlancourt,49.950 ,2.633 ,335
17349,11077,Castelnau-d'Aude,43.233 ,2.683 ,335
17350,62068,Ayette,50.167 ,2.733 ,335
17351,77387,Remauville,48.217 ,2.817 ,335
17352,80669,Rethonvillers,49.733 ,2.867 ,335
17353,59513,Roucourt,50.333 ,3.150 ,335
17354,58006,Anlezy,46.967 ,3.500 ,335
17355,3154,Luneau,46.367 ,3.950 ,335
17356,71320,Mont-Saint-Vincent,46.633 ,4.483 ,335
17357,52235,Hallignicourt,48.650 ,4.867 ,335
17358,51478,Saint-Eulien,48.683 ,4.883 ,335
17359,52524,Vignory,48.283 ,5.100 ,335
17360,38293,Panissage,45.483 ,5.450 ,335
17361,5097,Orpierre,44.317 ,5.683 ,335
17362,74232,Saint-Eustache,45.800 ,6.150 ,335
17363,70094,Breuchotte,47.833 ,6.467 ,335
17364,25530,Sancey-le-Long,47.300 ,6.600 ,335
17365,68306,Seppois-le-Haut,47.517 ,7.183 ,335
17366,20124,Ghisoni,42.100 ,9.217 ,335
17367,50365,Muneville-sur-Mer,48.933 ,-1.483 ,334
17368,50553,Saint-Senier-de-Beuvron,48.583 ,-1.317 ,334
17369,35357,Villamee,48.467 ,-1.217 ,334
17370,76317,Grainville-Ymauville,49.667 ,0.417 ,334
17371,16293,Saint-Adjutory,45.767 ,0.483 ,334
17372,76110,Bois-Himont,49.583 ,0.700 ,334
17373,27623,Surtauville,49.200 ,1.067 ,334
17374,31450,Renneville,43.383 ,1.717 ,334
17375,78536,Sailly,49.033 ,1.800 ,334
17376,95483,LePerchay,49.117 ,1.933 ,334
17377,80341,Fourdrinoy,49.900 ,2.100 ,334
17378,80156,Bussy-les-Daours,49.917 ,2.433 ,334
17379,77471,Tousson,48.350 ,2.467 ,334
17380,18226,Saint-Michel-de-Volangis,47.150 ,2.500 ,334
17381,3007,Arpheuilles-Saint-Priest,46.233 ,2.683 ,334
17382,63336,Saint-Donat,45.467 ,2.717 ,334
17383,58147,Lurcy-le-Bourg,47.167 ,3.383 ,334
17384,8162,Fagnon,49.733 ,4.633 ,334
17385,52180,Droyes,48.517 ,4.700 ,334
17386,52153,Creancey,48.017 ,4.883 ,334
17387,26014,Arthemonay,45.133 ,5.050 ,334
17388,38136,Crachier,45.550 ,5.233 ,334
17389,88524,Vrecourt,48.167 ,5.700 ,334
17390,70313,Lyoffans,47.650 ,6.583 ,334
17391,67491,Tieffenbach,48.900 ,7.250 ,334
17392,53257,Saulges,47.983 ,-0.400 ,333
17393,17271,Paille,45.983 ,-0.383 ,333
17394,72251,Rene,48.283 ,0.217 ,333
17395,27436,Nogent-le-Sec,48.917 ,1.000 ,333
17396,28370,Saumeray,48.250 ,1.317 ,333
17397,76261,LaFerte-Saint-Samson,49.583 ,1.533 ,333
17398,31512,Saint-Pierre-de-Lages,43.567 ,1.617 ,333
17399,80760,Tilloy-Floriville,49.983 ,1.617 ,333
17400,45111,Courcy-aux-Loges,48.067 ,2.217 ,333
17401,66166,Sahorre,42.533 ,2.367 ,333
17402,80207,Contay,50.000 ,2.483 ,333
17403,18013,Arpheuilles,46.783 ,2.567 ,333
17404,45239,Oussoy-en-Gatinais,47.917 ,2.650 ,333
17405,60308,Hemevillers,49.467 ,2.667 ,333
17406,77234,Jablines,48.917 ,2.767 ,333
17407,2456,Manicamp,49.567 ,3.167 ,333
17408,77024,Bassevelle,48.933 ,3.283 ,333
17409,89035,Bellechaume,48.050 ,3.600 ,333
17410,21432,Montigny-sur-Aube,47.950 ,4.767 ,333
17411,54496,Saulxures-les-Vannes,48.533 ,5.800 ,333
17412,73256,Saint-Martin-d'Arc,45.217 ,6.467 ,333
17413,54331,Magnieres,48.450 ,6.567 ,333
17414,74034,LeBiot,46.267 ,6.633 ,333
17415,57178,Diffembach-les-Hellimer,49.000 ,6.833 ,333
17416,88375,Raves,48.267 ,7.050 ,333
17417,50622,Vaudrimesnil,49.150 ,-1.417 ,332
17418,14733,Vaux-sur-Seulles,49.267 ,-0.633 ,332
17419,53028,Belgeard,48.250 ,-0.550 ,332
17420,72234,Peze-le-Robert,48.200 ,-0.067 ,332
17421,79211,Pioussay,46.067 ,0.033 ,332
17422,16067,Bunzac,45.700 ,0.350 ,332
17423,72368,Vance,47.833 ,0.650 ,332
17424,24496,Saint-Romain-et-Saint-Clement,45.433 ,0.867 ,332
17425,28194,Houville-la-Branche,48.450 ,1.633 ,332
17426,31567,Vallesvilles,43.600 ,1.633 ,332
17427,45326,Tournoisis,48.000 ,1.633 ,332
17428,9070,LesCabannes,42.786 ,1.687 ,332
17429,80637,Port-le-Grand,50.150 ,1.750 ,332
17430,3051,Chamberat,46.417 ,2.417 ,332
17431,15033,Cezens,44.983 ,2.867 ,332
17432,77524,Vimpelles,48.433 ,3.167 ,332
17433,2341,Gercy,49.817 ,3.867 ,332
17434,30329,Thoiras,44.067 ,3.933 ,332
17435,2567,Ohis,49.933 ,4.017 ,332
17436,84046,Flassan,44.100 ,5.250 ,332
17437,26178,Menglon,44.667 ,5.467 ,332
17438,39525,Tassenieres,46.917 ,5.517 ,332
17439,5148,Saint-Laurent-du-Cros,44.650 ,6.117 ,332
17440,5115,Remollon,44.467 ,6.167 ,332
17441,54520,Thiebaumenil,48.583 ,6.617 ,332
17442,67039,Bilwisheim,48.717 ,7.667 ,332
17443,22284,Saint-Connan,48.417 ,-3.067 ,331
17444,53259,Senonnes,47.800 ,-1.200 ,331
17445,17272,Pere,46.083 ,-0.817 ,331
17446,61487,Torchamp,48.550 ,-0.700 ,331
17447,14084,Bonnemaison,49.017 ,-0.583 ,331
17448,40049,Borderes-et-Lamensans,43.767 ,-0.367 ,331
17449,17020,Arthenac,45.517 ,-0.317 ,331
17450,14387,Magny-le-Freule,49.100 ,-0.067 ,331
17451,49052,Broc,47.583 ,0.167 ,331
17452,31244,Juzet-de-Luchon,42.817 ,0.617 ,331
17453,24101,Champs-Romain,45.533 ,0.783 ,331
17454,19239,Saint-Robert,45.250 ,1.300 ,331
17455,46073,Concots,44.417 ,1.633 ,331
17456,60095,Boury-en-Vexin,49.233 ,1.750 ,331
17457,23136,Mortroux,46.400 ,1.917 ,331
17458,62308,Escoeuilles,50.733 ,1.933 ,331
17459,62804,Sus-Saint-Leger,50.233 ,2.433 ,331
17460,45184,Lion-en-Sullias,47.733 ,2.483 ,331
17461,60568,Saint-Aubin-sous-Erquery,49.417 ,2.483 ,331
17462,34020,Azillanet,43.317 ,2.750 ,331
17463,77268,Magny-le-Hongre,48.867 ,2.817 ,331
17464,60511,Porquericourt,49.583 ,2.967 ,331
17465,77035,Blennes,48.250 ,3.017 ,331
17466,59498,Reumont,50.083 ,3.483 ,331
17467,59575,Sommaing,50.267 ,3.500 ,331
17468,71389,Saint-Aubin-sur-Loire,46.567 ,3.750 ,331
17469,30233,Saint-Bauzely,43.917 ,4.217 ,331
17470,8499,Wasigny,49.633 ,4.350 ,331
